row_type,tokenizer,time_window,protein_subtype,comparison,n_sequences,mean_token_entropy_bits,mean_effective_vocab_size,mean_cpg_token_fraction,mean_upa_token_fraction,js_distance
js_mean_pairwise,cds_frame_k6,2020+,,mean_pairwise_nonidentical,,,,,,0.9173341047315479
js_distance,cds_frame_k6,pre-2009,,HA-H1N1 vs NA-H1N1,,,,,,0.9255679237515448
js_distance,cds_frame_k6,pre-2009,,HA-H1N1 vs HA-H3N2,,,,,,0.8791446191353126
js_distance,cds_frame_k6,pre-2009,,HA-H1N1 vs NA-H3N2,,,,,,0.9154993229826429
js_distance,cds_frame_k6,pre-2009,,NA-H1N1 vs HA-H3N2,,,,,,0.9100595181789036
js_distance,cds_frame_k6,pre-2009,,NA-H1N1 vs NA-H3N2,,,,,,0.912921474400182
js_distance,cds_frame_k6,pre-2009,,HA-H3N2 vs NA-H3N2,,,,,,0.9271602511188197
js_mean_pairwise,cds_frame_k6,pre-2009,,mean_pairwise_nonidentical,,,,,,0.9117255182612344
js_distance,cds_nonoverlap_k3_offset0,2009-2014,,HA-H1N1 vs NA-H1N1,,,,,,0.24152552437523445
js_distance,cds_nonoverlap_k3_offset0,2009-2014,,HA-H1N1 vs HA-H3N2,,,,,,0.2093682414961663
js_distance,cds_nonoverlap_k3_offset0,2009-2014,,HA-H1N1 vs NA-H3N2,,,,,,0.25602354671713645
js_distance,cds_nonoverlap_k3_offset0,2009-2014,,NA-H1N1 vs HA-H3N2,,,,,,0.22817376923028598
js_distance,cds_nonoverlap_k3_offset0,2009-2014,,NA-H1N1 vs NA-H3N2,,,,,,0.18680404198239428
js_distance,cds_nonoverlap_k3_offset0,2009-2014,,HA-H3N2 vs NA-H3N2,,,,,,0.22014077298117365
js_mean_pairwise,cds_nonoverlap_k3_offset0,2009-2014,,mean_pairwise_nonidentical,,,,,,0.22367264946373186
js_distance,cds_nonoverlap_k3_offset0,2015-2019,,HA-H1N1 vs NA-H1N1,,,,,,0.24796367993184823
js_distance,cds_nonoverlap_k3_offset0,2015-2019,,HA-H1N1 vs HA-H3N2,,,,,,0.2033687416897963
js_distance,cds_nonoverlap_k3_offset0,2015-2019,,HA-H1N1 vs NA-H3N2,,,,,,0.25218674313463785
js_distance,cds_nonoverlap_k3_offset0,2015-2019,,NA-H1N1 vs HA-H3N2,,,,,,0.22182571844319832
js_distance,cds_nonoverlap_k3_offset0,2015-2019,,NA-H1N1 vs NA-H3N2,,,,,,0.20072503468198294
js_distance,cds_nonoverlap_k3_offset0,2015-2019,,HA-H3N2 vs NA-H3N2,,,,,,0.21573258841980697
js_mean_pairwise,cds_nonoverlap_k3_offset0,2015-2019,,mean_pairwise_nonidentical,,,,,,0.22363375105021177
js_distance,cds_nonoverlap_k3_offset0,2020+,,HA-H1N1 vs NA-H1N1,,,,,,0.24001775716516724
js_distance,cds_nonoverlap_k3_offset0,2020+,,HA-H1N1 vs HA-H3N2,,,,,,0.20576431328780498
js_distance,cds_nonoverlap_k3_offset0,2020+,,HA-H1N1 vs NA-H3N2,,,,,,0.2443876314126109
js_distance,cds_nonoverlap_k3_offset0,2020+,,NA-H1N1 vs HA-H3N2,,,,,,0.21170410331675052
js_distance,cds_nonoverlap_k3_offset0,2020+,,NA-H1N1 vs NA-H3N2,,,,,,0.20226295988909804
js_distance,cds_nonoverlap_k3_offset0,2020+,,HA-H3N2 vs NA-H3N2,,,,,,0.20859957682572353
js_mean_pairwise,cds_nonoverlap_k3_offset0,2020+,,mean_pairwise_nonidentical,,,,,,0.21878939031619252
js_distance,cds_nonoverlap_k3_offset0,pre-2009,,HA-H1N1 vs NA-H1N1,,,,,,0.2418278405557018
js_distance,cds_nonoverlap_k3_offset0,pre-2009,,HA-H1N1 vs HA-H3N2,,,,,,0.19058053274577877
js_distance,cds_nonoverlap_k3_offset0,pre-2009,,HA-H1N1 vs NA-H3N2,,,,,,0.204919185330565
